u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bridge,access,tunnel,junction
65285808,65286148,0,"[394443194, 26779355]",TRUE,2,,,motorway_link,50 mph,330.56,"LINESTRING (-122.4050958 37.776113, -122.4053159 37.7760089, -122.4054673 37.7759271, -122.4056026 37.7758396, -122.4057583 37.7757237, -122.4059072 37.7756017, -122.4060578 37.7754691, -122.4062199 37.7753143, -122.4063785 37.7751512, -122.406518 37.7749994, -122.4066549 37.7748366, -122.406787 37.7746657, -122.4070861 37.7742619, -122.4071568 37.7741747, -122.4072311 37.7740937, -122.4073115 37.7740217, -122.4074071 37.7739442, -122.4075026 37.7738722)",yes,,,
65285808,65285848,0,31129732,TRUE,3,I 80,James Lick Freeway,motorway,50 mph,501.623,"LINESTRING (-122.4050958 37.776113, -122.405294 37.7759906, -122.4054819 37.7758595, -122.4056615 37.7757207, -122.4058229 37.7755755, -122.4059832 37.7754187, -122.4061241 37.7752613, -122.4062559 37.7750984, -122.4063801 37.7749179, -122.40649 37.7747326, -122.4065764 37.7745522, -122.4066586 37.7743586, -122.4067207 37.7741677, -122.4067745 37.7739664, -122.4068046 37.7737764, -122.4068232 37.7735753, -122.4068281 37.7733785, -122.4068257 37.773187, -122.4068085 37.7729867, -122.4067811 37.7727886, -122.4067435 37.772593, -122.4067055 37.772424, -122.4066189 37.7720567)",yes,,,
65285848,65371530,0,254299122,TRUE,4,I 80,James Lick Freeway,motorway,50 mph,104.686,"LINESTRING (-122.4066189 37.7720567, -122.4065459 37.7718512, -122.4064533 37.7716466, -122.4062026 37.7711759)",yes,,,
65285879,65298435,0,43250800,TRUE,,,Franklin Street,residential,25 mph,141.663,"LINESTRING (-122.4268264 37.804193, -122.4267959 37.8042764, -122.4267939 37.804335, -122.4268006 37.8043997, -122.4268556 37.8046233, -122.4269146 37.8048278, -122.4270406 37.8052166, -122.4270682 37.8052847, -122.4271273 37.8054307)",,,,
65285879,65296839,0,479996014,FALSE,,,Franklin Street,residential,25 mph,28.086,"LINESTRING (-122.4268264 37.804193, -122.4267979 37.8040527, -122.4267758 37.8039436)",,,,
65286126,65285848,0,"[27397440, 8915588, 394443199]",TRUE,"['1', '2']",,,motorway_link,50 mph,390.349,"LINESTRING (-122.4063783 37.7754644, -122.4064812 37.7752872, -122.4065165 37.775215, -122.4065613 37.7751142, -122.4066441 37.7748873, -122.4067096 37.7746746, -122.4068739 37.7741091, -122.4069182 37.7739353, -122.4069416 37.773788, -122.4069629 37.7735829, -122.4069689 37.7733781, -122.4069624 37.7731695, -122.4069362 37.7729741, -122.4068926 37.7727727, -122.4068495 37.772601, -122.4067908 37.7724184, -122.4067225 37.7722536, -122.4066189 37.7720567)",yes,,,
65286126,65317729,0,254299121,TRUE,5,,Harrison Street,secondary,25 mph,57.21,"LINESTRING (-122.4063783 37.7754644, -122.40657 37.775313, -122.4068387 37.7751007)",,,,
65286148,65286864,0,"[8915704, 394443198]",TRUE,"['2', '3']",,,motorway_link,50 mph,87.614,"LINESTRING (-122.4075026 37.7738722, -122.4076099 37.7738179, -122.4077079 37.7737876, -122.4078294 37.7737681, -122.4082918 37.7737297, -122.408464 37.7737039)",,,,
65286148,65286153,0,27093008,TRUE,1,,,motorway_link,,91.483,"LINESTRING (-122.4075026 37.7738722, -122.407736 37.7737104, -122.407792 37.7736506, -122.4078321 37.7735823, -122.4078592 37.773513, -122.4078721 37.7734486, -122.4078632 37.7733724, -122.4078489 37.7732981, -122.4077924 37.7731673)",,,,
65286153,2548141872,0,"[1053864054, 394558807]",TRUE,"['4', '3']",,8th Street,secondary,30 mph,100.469,"LINESTRING (-122.4077924 37.7731673, -122.4074516 37.7728977, -122.4072695 37.7727531, -122.4071804 37.7726771, -122.4071392 37.7726423, -122.4069946 37.7725204)",,,,
65286228,346138970,0,120813417,TRUE,4,I 80,,motorway,50 mph,53.519,"LINESTRING (-122.3910501 37.7859768, -122.3915023 37.7856544)",yes,,,
65286228,65286236,0,619027325,TRUE,2,,,motorway_link,50 mph,206.219,"LINESTRING (-122.3910501 37.7859768, -122.3918725 37.7855125, -122.3920278 37.7854564, -122.3921639 37.7854042, -122.3927 37.7851898, -122.3928191 37.7851503, -122.3929617 37.7851156, -122.3930942 37.7850964)",yes,,,
65286236,5294727784,0,"[417400771, 111319423, 110361656, 712552382, 27397919]",TRUE,"['2', '3']",,,motorway_link,50 mph,581.934,"LINESTRING (-122.3930942 37.7850964, -122.3932352 37.7850843, -122.3933708 37.7850788, -122.3935024 37.78508, -122.393626 37.7850874, -122.3937589 37.7851006, -122.3938898 37.7851217, -122.3940164 37.7851495, -122.3941369 37.7851818, -122.3942565 37.78522, -122.3943696 37.7852616, -122.3944742 37.7853078, -122.3945714 37.7853575, -122.3946637 37.7854105, -122.3947668 37.7854773, -122.3948517 37.7855384, -122.3949333 37.7856016, -122.3953716 37.7859516, -122.3957576 37.7862597, -122.3958171 37.7863108, -122.395874 37.7863651, -122.3959255 37.7864211, -122.39597 37.7864814, -122.3960051 37.7865465, -122.3960328 37.786612, -122.3960525 37.7866787, -122.3960638 37.7867485, -122.3960675 37.7868179, -122.396062 37.7868823, -122.3960484 37.7869453, -122.3960316 37.7870042, -122.396009 37.7870626, -122.3959784 37.7871132, -122.3959426 37.7871606, -122.3959021 37.7872052, -122.3958512 37.7872519, -122.3957979 37.7872948, -122.3955744 37.7874729, -122.3951605 37.7877925, -122.3949435 37.7879642, -122.3944115 37.7883797)",yes,,,
65286236,3813282935,0,"[616216464, 616220994]",TRUE,1,,,motorway_link,,182.991,"LINESTRING (-122.3930942 37.7850964, -122.3933877 37.7850435, -122.3936934 37.7850308, -122.3939214 37.7850541, -122.3940676 37.7850817, -122.394195 37.7851209, -122.3943881 37.7851834, -122.3947187 37.7853424, -122.3950194 37.7855025)",yes,no,,
65286336,65281429,0,329607867,TRUE,2,,Essex Street,secondary,,201.629,"LINESTRING (-122.395773 37.7863001, -122.3957017 37.7863155, -122.3956494 37.7863117, -122.3956153 37.7862907, -122.3945672 37.7854508, -122.3942319 37.7852179, -122.3940468 37.7852059)",,,,
65286336,65317526,0,"[468204136, 513702901, 513702902, 513702903]",FALSE,"['2', '3']",,Folsom Street,secondary,25 mph,159.213,"LINESTRING (-122.395773 37.7863001, -122.3956291 37.7864113, -122.3955587 37.7864599, -122.3951244 37.7868027, -122.3949586 37.7869336, -122.3945836 37.7872296, -122.3944854 37.7873072)",,,,
65286336,65317042,0,513702905,FALSE,4,,Folsom Street,secondary,25 mph,118.286,"LINESTRING (-122.395773 37.7863001, -122.3966305 37.7856136, -122.3967193 37.7855436)",,,,
65286864,293738967,0,525662692,TRUE,3,,,motorway_link,,14.969,"LINESTRING (-122.408464 37.7737039, -122.4086324 37.7736838)",,,,
65286864,65286153,0,525662693,TRUE,3,,8th Street,secondary,30 mph,83.932,"LINESTRING (-122.408464 37.7737039, -122.4083781 37.7736345, -122.4082399 37.7735244, -122.4081069 37.7734183, -122.4077924 37.7731673)",,,,
65287111,65317959,0,"[24603704, 766798670]",TRUE,2,,O'Farrell Street,primary,,136.176,"LINESTRING (-122.4228563 37.784551, -122.422753 37.7845644, -122.4215768 37.7847169, -122.4215182 37.7847245, -122.4214097 37.7847386, -122.4213272 37.7847494)",,,,
65287111,65350760,0,761313525,TRUE,3,,Franklin Street,secondary,25 mph,52.766,"LINESTRING (-122.4228563 37.784551, -122.422873 37.7846339, -122.422951 37.7850196)",,,,
65287128,267456161,0,514491586,TRUE,3,,Gough Street,secondary,25 mph,16.506,"LINESTRING (-122.424719 37.7854292, -122.4246895 37.7852826)",,,,
65287128,65319023,0,"[1050281169, 84654229]",TRUE,3,,Geary Boulevard,primary,25 mph,292.906,"LINESTRING (-122.424719 37.7854292, -122.4248218 37.7854272, -122.4249336 37.7854223, -122.4250075 37.7854174, -122.425048 37.7854147, -122.4251654 37.7854046, -122.4252538 37.7853952, -122.4252842 37.7853919, -122.4263684 37.7852548, -122.4273838 37.7851248, -122.4278289 37.785068, -122.4279148 37.785057, -122.4279215 37.7850562, -122.4280145 37.7850444)",,,,
65287176,65287179,0,8915759,FALSE,,,Fargo Place,residential,,26.946,"LINESTRING (-122.4030808 37.7747148, -122.4032974 37.7745433)",,,,
65287176,65315489,0,8920936,TRUE,,,Boardman Place,residential,,121.73,"LINESTRING (-122.4030808 37.7747148, -122.4026954 37.774404, -122.4021095 37.7739344)",,,,
65287179,65287176,0,8915759,FALSE,,,Fargo Place,residential,,26.946,"LINESTRING (-122.4032974 37.7745433, -122.4030808 37.7747148)",,,,
65287201,65360267,0,"[254759933, 1083936405]",TRUE,3,,Hyde Street,tertiary,20 mph,102.326,"LINESTRING (-122.4151521 37.7797961, -122.4151174 37.7796325, -122.4150473 37.7792624, -122.4149921 37.7789792, -122.4149774 37.7789285, -122.4149555 37.7788907)",,,,
65287201,65287204,0,"[563926241, 563926243, 33789566]",TRUE,,,Fulton Street,residential,,152.936,"LINESTRING (-122.4151521 37.7797961, -122.4152741 37.779844, -122.4156067 37.7798006, -122.4156936 37.7797982, -122.4158067 37.7798132, -122.4159609 37.77981, -122.416055 37.7797931, -122.4161911 37.7797335, -122.4163237 37.7797039, -122.4166614 37.7796583, -122.4168136 37.7795846)",,,,
65287204,65352337,0,26988030,FALSE,3,,Larkin Street,secondary,20 mph,102.833,"LINESTRING (-122.4168136 37.7795846, -122.416843 37.7797297, -122.4168647 37.7798372, -122.4169623 37.7803195, -122.4169767 37.7803898, -122.4169835 37.7804332, -122.4169901 37.7804986)",,,,
65287204,65354417,0,26988030,FALSE,3,,Larkin Street,secondary,20 mph,102.388,"LINESTRING (-122.4168136 37.7795846, -122.41678 37.7794185, -122.4166893 37.7789994, -122.4166454 37.7787938, -122.4166194 37.7786767)",,,,
65287204,65287201,0,"[563926240, 563926242, 33789581]",TRUE,,,Fulton Street,residential,,153.207,"LINESTRING (-122.4168136 37.7795846, -122.4166423 37.7795483, -122.4162757 37.7795919, -122.4161455 37.7795999, -122.4160198 37.7795794, -122.4159122 37.7795834, -122.4157604 37.7796096, -122.415648 37.7796593, -122.4155883 37.779676, -122.4152477 37.7797197, -122.4151521 37.7797961)",,,,
65287209,5352470007,0,8915796,FALSE,2,,Fulton Street,tertiary,,146.627,"LINESTRING (-122.4217245 37.7789593, -122.4218461 37.7789438, -122.4232683 37.7787616, -122.4233714 37.7787484)",,,,
65287209,65350747,0,154648296,TRUE,3,,Franklin Street,secondary,25 mph,105.001,"LINESTRING (-122.4217245 37.7789593, -122.4217407 37.7790402, -122.4217434 37.7790537, -122.4217599 37.7791363, -122.4218187 37.7794299, -122.421896 37.7798168, -122.4219112 37.779892)",,,,
65287213,5352470007,0,8915796,FALSE,2,,Fulton Street,tertiary,,146.479,"LINESTRING (-122.4250171 37.7785401, -122.4249191 37.7785525, -122.4234812 37.7787345, -122.4233714 37.7787484)",,,,
65287213,65351433,0,27167935,FALSE,,,Octavia Street,residential,,52.064,"LINESTRING (-122.4250171 37.7785401, -122.425004 37.7784751, -122.424924 37.7780777)",,,,
65287213,65287216,0,133781708,FALSE,,,Fulton Street,tertiary,,146.399,"LINESTRING (-122.4250171 37.7785401, -122.4251294 37.7785259, -122.4254529 37.7784851, -122.4265827 37.7783424, -122.426662 37.7783324)",,,,
65287216,65287225,0,112408725,FALSE,,,Fulton Street,tertiary,,279.556,"LINESTRING (-122.426662 37.7783324, -122.4267606 37.7783199, -122.4272268 37.7782608, -122.4274483 37.7782327, -122.4277533 37.7781941, -122.4281971 37.7781378, -122.4282158 37.7781354, -122.4283966 37.7781125, -122.4284203 37.7781095, -122.428941 37.7780435, -122.4289636 37.7780406, -122.4296992 37.7779473, -122.4298027 37.7779342)",,,,
65287216,65287213,0,133781708,FALSE,,,Fulton Street,tertiary,,146.399,"LINESTRING (-122.426662 37.7783324, -122.4265827 37.7783424, -122.4254529 37.7784851, -122.4251294 37.7785259, -122.4250171 37.7785401)",,,,
65287216,65319004,0,133781732,FALSE,,,Laguna Street,residential,,104.811,"LINESTRING (-122.426662 37.7783324, -122.426679 37.7784173, -122.4267825 37.7789344, -122.4268484 37.7792634)",,,,
65287216,65318999,0,225853138,FALSE,,,Laguna Street,residential,,52.231,"LINESTRING (-122.426662 37.7783324, -122.4266475 37.7782616, -122.4265671 37.7778687)",,,,
65287225,258759744,0,1052596510,FALSE,,,Fulton Street,tertiary,,12.916,"LINESTRING (-122.4298027 37.7779342, -122.4299478 37.7779158)",,,,
65287225,65287216,0,112408725,FALSE,,,Fulton Street,tertiary,,279.556,"LINESTRING (-122.4298027 37.7779342, -122.4296992 37.7779473, -122.4289636 37.7780406, -122.428941 37.7780435, -122.4284203 37.7781095, -122.4283966 37.7781125, -122.4282158 37.7781354, -122.4281971 37.7781378, -122.4277533 37.7781941, -122.4274483 37.7782327, -122.4272268 37.7782608, -122.4267606 37.7783199, -122.426662 37.7783324)",,,,
65287225,65328209,0,"[1052596509, 1052596511]",TRUE,"['2', '3']",,Webster Street,secondary,,104.635,"LINESTRING (-122.4298027 37.7779342, -122.4298193 37.778016, -122.4299191 37.7785124, -122.4299668 37.7787451, -122.4299755 37.7787882, -122.4299907 37.7788634)",,,,
65287229,258759744,0,1052596510,FALSE,,,Fulton Street,tertiary,,69.116,"LINESTRING (-122.4307243 37.7778174, -122.4300521 37.7779026, -122.4299478 37.7779158)",,,,
65287229,65287232,0,1052596510,FALSE,,,Fulton Street,tertiary,,77.199,"LINESTRING (-122.4307243 37.7778174, -122.4309869 37.7777841, -122.4311309 37.7777658, -122.4315054 37.777718, -122.4315916 37.7777074)",,,,
65287232,65352349,0,107288551,FALSE,,,Fillmore Street,residential,,104.526,"LINESTRING (-122.4315916 37.7777074, -122.4316092 37.7777936, -122.4316306 37.7778982, -122.4316704 37.7780927, -122.431737 37.7784188, -122.4317608 37.7785349, -122.4317681 37.7785708, -122.4317813 37.7786354)",,,,
65287232,265689222,0,112408727,FALSE,2,,Fulton Street,tertiary,,146.683,"LINESTRING (-122.4315916 37.7777074, -122.4316953 37.7776942, -122.4331388 37.77751, -122.4332393 37.7774974)",,,,
65287232,65356398,0,505747573,FALSE,2,,Fillmore Street,residential,,104.83,"LINESTRING (-122.4315916 37.7777074, -122.4315765 37.7776315, -122.4314625 37.7770674, -122.4314261 37.7768869, -122.431421 37.7768583, -122.4314038 37.7767764)",,,,
65287232,65287229,0,1052596510,FALSE,,,Fulton Street,tertiary,,77.199,"LINESTRING (-122.4315916 37.7777074, -122.4315054 37.777718, -122.4311309 37.7777658, -122.4309869 37.7777841, -122.4307243 37.7778174)",,,,
65288754,65288759,0,8915986,FALSE,,,Colton Street,residential,,79.431,"LINESTRING (-122.4203966 37.7728747, -122.4210424 37.772375)",,,,
65288754,65315835,0,154647380,FALSE,,,Brady Street,residential,,89.985,"LINESTRING (-122.4203966 37.7728747, -122.419672 37.772303)",,,,
65288754,65355481,0,"[8915986, 8920411, 8922342]",FALSE,,,"['Chase Court', 'Colton Street', 'Colusa Place']",residential,,126.562,"LINESTRING (-122.4203966 37.7728747, -122.4201072 37.7731032, -122.4199643 37.773216, -122.419882 37.773281, -122.419607 37.773063, -122.419835 37.772882)",,,,
65288754,65317680,0,154647380,FALSE,,,Brady Street,residential,,46.346,"LINESTRING (-122.4203966 37.7728747, -122.4205225 37.772974, -122.4206246 37.7730577, -122.4207698 37.7731691)",,,,
65288759,65288754,0,8915986,FALSE,,,Colton Street,residential,,79.431,"LINESTRING (-122.4210424 37.772375, -122.4203966 37.7728747)",,,,
65288759,65318338,0,8918406,TRUE,1,,Gough Street,secondary,,46.656,"LINESTRING (-122.4210424 37.772375, -122.4214242 37.7726665)",,,,
65289131,1266060485,0,8916048,FALSE,,,Isis Street,residential,,117.752,"LINESTRING (-122.4143409 37.7706075, -122.4144218 37.7704846, -122.4144889 37.7703718, -122.4145521 37.7702553, -122.4146089 37.7701416, -122.4146571 37.7700337, -122.4146969 37.769934, -122.4147367 37.7698276, -122.4147881 37.7696146)",,,,
65289131,65294653,0,111089307,FALSE,,,12th Street,residential,25 mph,58.748,"LINESTRING (-122.4143409 37.7706075, -122.4141281 37.7705126, -122.4138921 37.7704034, -122.4137611 37.7703447)",,,,
65289131,65317576,0,111089307,FALSE,,,12th Street,residential,25 mph,66.432,"LINESTRING (-122.4143409 37.7706075, -122.4148912 37.7708465, -122.4150033 37.7708952)",,,,
65290178,6311843504,0,"[255330056, 506711641]",TRUE,2,,The Embarcadero,primary,30 mph,297.031,"LINESTRING (-122.3877083 37.7870796, -122.3877053 37.7871166, -122.3877002 37.7871791, -122.387691 37.7873132, -122.3876858 37.7874708, -122.3876867 37.7876153, -122.3876984 37.7877759, -122.3877189 37.7879369, -122.3877495 37.7881022, -122.3877855 37.788267, -122.387939 37.7888457, -122.3879877 37.7889968, -122.3880612 37.7891608, -122.3881429 37.7893079, -122.3882225 37.7894247, -122.3882937 37.7895127, -122.3883171 37.7895416, -122.3884059 37.7896449)",,,,
65290178,258965489,0,397097610,FALSE,2,,Bryant Street,tertiary,25 mph,27.016,"LINESTRING (-122.3877083 37.7870796, -122.3878179 37.7870846, -122.3879009 37.7870888, -122.3880152 37.7870938)",,,,
65290184,258965489,0,255330038,FALSE,4,,Bryant Street,tertiary,25 mph,74.065,"LINESTRING (-122.3887838 37.786927, -122.388693 37.7869887, -122.3886746 37.7870022, -122.3886196 37.7870385, -122.388533 37.7870821, -122.3884419 37.7871061, -122.3883839 37.7871107, -122.3882834 37.7871071, -122.3881493 37.7871005, -122.3881156 37.7870988, -122.3880152 37.7870938)",,,,
65290184,65290185,0,"[397097611, 673985189]",FALSE,3,,Bryant Street,tertiary,25 mph,108.332,"LINESTRING (-122.3887838 37.786927, -122.388875 37.786854, -122.3888839 37.7868469, -122.3890875 37.7866841, -122.3892098 37.7865863, -122.3892725 37.7865361, -122.389551 37.7863134, -122.3895697 37.7862984, -122.3896503 37.786234)",,,,
65290184,65317709,0,"[674001041, 99231466, 417396867]",FALSE,"['4', '3']",,Main Street,tertiary,,191.8,"LINESTRING (-122.3887838 37.786927, -122.3888681 37.7869944, -122.3888849 37.7870078, -122.3890824 37.7871656, -122.3899612 37.7878679, -122.3902283 37.7880785, -122.390321 37.7881515)",,,,
65290185,65325715,0,43100046,FALSE,2,,Delancey Street,residential,,83.057,"LINESTRING (-122.3896503 37.786234, -122.3896881 37.7861162, -122.3896939 37.7861116, -122.3902434 37.7856706)",,,,
65290185,3910307153,0,"[135110258, 43100086, 179235223, 179235224, 617731322]",FALSE,2,,Bryant Street,tertiary,25 mph,395.915,"LINESTRING (-122.3896503 37.786234, -122.3897889 37.7861937, -122.3897974 37.7861874, -122.3901197 37.7859608, -122.3905627 37.7856146, -122.3908093 37.7854243, -122.3909786 37.7852596, -122.3911812 37.7850421, -122.3914462 37.7847806, -122.3916348 37.7846137, -122.391783 37.7844873, -122.3921405 37.7842158, -122.3922775 37.7841181, -122.3924075 37.7840222, -122.3927106 37.7838102, -122.3928153 37.7837269)",yes,,,
65290185,6202276109,0,443021965,FALSE,,,Beale Street,residential,,136.472,"LINESTRING (-122.3896503 37.786234, -122.3895671 37.78615, -122.3895538 37.7861394, -122.3889293 37.7856479, -122.3885624 37.7853592)",,,,
65290185,65290184,0,"[397097611, 673985189]",FALSE,3,,Bryant Street,tertiary,25 mph,108.332,"LINESTRING (-122.3896503 37.786234, -122.3895697 37.7862984, -122.389551 37.7863134, -122.3892725 37.7865361, -122.3892098 37.7865863, -122.3890875 37.7866841, -122.3888839 37.7868469, -122.388875 37.786854, -122.3887838 37.786927)",,,,
65290185,890045131,0,"[673993776, 467630604, 27398032]",FALSE,"['2', '3']",,Beale Street,residential,,385.207,"LINESTRING (-122.3896503 37.786234, -122.3897439 37.786308, -122.3897568 37.7863182, -122.389834 37.7863777, -122.3898803 37.7864134, -122.3899068 37.7864354, -122.3900592 37.7865573, -122.3903024 37.786764, -122.3906752 37.7870586, -122.3916209 37.7878017, -122.3919261 37.7880447, -122.3926498 37.7886209, -122.392739 37.7886919)",,,,
65290211,3910307153,0,88559650,TRUE,3,,Bryant Street,secondary,25 mph,99.959,"LINESTRING (-122.39362 37.7830916, -122.3935435 37.7831542, -122.3929069 37.7836527, -122.3928153 37.7837269)",,,,
65290211,65299058,0,88559680,FALSE,4,,2nd Street,secondary,,94.656,"LINESTRING (-122.39362 37.7830916, -122.3935402 37.7830266, -122.3933 37.7828345, -122.3930908 37.7826665, -122.3929468 37.7825508, -122.3928646 37.7824848)",,,,
